t,P,D,V
119,0.5631239094126705,0.008843574025791459,287
120,0.6308362694278429,0.009187837006325262,555
121,0.6596065344529022,0.009516616911001783,432
122,0.6376560353540347,0.009578062575504066,230
123,0.6483490992241634,0.009656919625716956,180
124,0.6178473353096574,0.009554981532557958,376
125,0.5948579209425882,0.009373142961072181,538
126,0.6452193342778383,0.00952152091775191,423
127,0.6494586952607251,0.009617417870242041,17
128,0.5401037437947409,0.00913480392031727,548
129,0.6119968261735126,0.009236645845718212,551
130,0.6305495535327004,0.009397271630325391,572
131,0.6792182070566548,0.009713964078626987,235
132,0.6619107578292638,0.009795147643092271,317
133,0.6689634719517633,0.00987409313278747,104
134,0.668923830524241,0.009904579041592395,297
135,0.6737500948736214,0.009951710293462182,262
136,0.648646691258444,0.009836823455754271,437
137,0.6429558007093769,0.00976246116918838,390
138,0.6581085032666844,0.00978538063746279,529
139,0.6845537291989395,0.009931432833430082,80
140,0.6751062892355307,0.009951558891590996,191
141,0.6771639452546765,0.009982273839760886,350
142,0.7049553730504626,0.010118806167909493,601
143,0.6616000315191535,0.009981125385688499,366
144,0.7253766502799437,0.010238387908540598,244
145,0.7534462458310677,0.010489303919375872,610
146,0.7248243967840861,0.010472454537606863,27
147,0.7250078579185942,0.010467477238881733,85
148,0.769216057623077,0.010683558966487348,83
149,0.7145043305160745,0.010538921336792954,706
150,0.6648485206896702,0.010213672213289832,157
151,0.7314415197187959,0.01038179192143915,75
152,0.7092057349777524,0.010358706125656597,136
153,0.7489038559360255,0.010541544527149064,138
154,0.7233203233052937,0.010491444956144829,460
155,0.7242102460833915,0.010469634616054404,40
156,0.7008077265641506,0.010340379730793816,45
157,0.6856777371225066,0.010215131874835097,508
158,0.6975627392271945,0.010201985454971373,336
159,0.7424858028442685,0.010411532629731603,287
160,0.7498123666275416,0.01055415566423046,41
161,0.7756329272677616,0.01074760302893441,235
162,0.7403444840401324,0.010690938554858025,779
163,0.7394973765317412,0.01066773412878425,316
164,0.721869189301828,0.010562469997382733,186
165,0.7905692855004387,0.010836652639237932,564
166,0.7346360395235283,0.010712938405196189,637
167,0.7527585994953437,0.010743218824509364,51
168,0.7548816396573259,0.010767225329135348,59
169,0.7832950098118796,0.01090964695252095,393
170,0.8400176363412362,0.011252584707926044,402
171,0.7908604733082639,0.011193868632384637,527
172,0.7963250123894862,0.011191100675299475,24
173,0.7876846375966613,0.011144584403585378,65
174,0.7913066914088422,0.011125600158226053,467
175,0.8332704453643697,0.01134988251928288,810
176,0.8104044749576529,0.01133789516438333,331
177,0.7929257854856189,0.011241171630251604,112
178,0.8409447952288145,0.011421998309074616,368
179,0.869617170482771,0.011651306355556619,151
180,0.8965212349311175,0.011894643759275207,197
181,0.8841110964373613,0.01196085267189428,222
182,0.9364419530799954,0.012265142064448186,322
183,0.9628064809920344,0.012565654475031676,559
184,1.0259433380917258,0.01303020236485658,47
185,0.957420541266153,0.012919644052108332,7
186,0.9592320057211843,0.012887963960698506,491
187,0.9356748349849097,0.01275555426654551,41
188,0.9474537156428382,0.012751615733760043,114
189,0.9335919756904567,0.012674671961567718,191
190,0.8702169252153213,0.012328115294473,297
191,0.9433110900350283,0.012501758291060854,627
192,0.949915681056501,0.012616234565389609,181
193,0.9602833500615153,0.0127131419175226,411
194,0.9708520458494384,0.012815134186326252,23
195,0.988587045314191,0.012945158436501842,326
196,0.9487134210287255,0.012802910636920288,266
197,0.951353407754023,0.012761185730986852,547
198,0.9871399824983654,0.012918492650417694,25
199,0.9796280636519186,0.012970198680000485,358
200,1.0141658556392883,0.013164234581724128,152
201,0.9242588951605444,0.012831636341051736,673
202,1.041797663575174,0.013235572446905333,590
203,0.9889272963891458,0.01318350133999676,348
204,0.96929122899514,0.013046748006242458,424
205,0.986139359816196,0.01307594637666866,450
206,1.0332784282091911,0.013322830588329634,115
207,0.9835241805860654,0.0131988935778656,47
208,1.0331797576680979,0.013386424130206343,41
209,1.005142906269399,0.013335178421571618,163
210,0.950316766023381,0.01305274634197075,585
211,0.9632202276599371,0.012977940051711025,64
212,0.9300208505686473,0.012752774751036654,736
213,0.9234949701554501,0.012606556169502863,34
214,0.9300630071665597,0.012555149680299083,376
215,0.985263625422748,0.012817005277587105,390
216,0.9728248950818413,0.012887384302124476,55
217,0.9108312101243257,0.01262279257497358,344
218,0.945069547275216,0.012673869670786968,411
219,0.937850387095821,0.012649201337269322,477
220,0.9272376029962657,0.012570573019046571,447
221,0.968773256318325,0.012746165771649411,244
222,0.9484496769813036,0.012743151920591875,365
223,0.9251918653644052,0.012613796810747658,390
224,0.8956787069162867,0.012408440620057885,232
225,0.8868322443171691,0.012253279126340529,279
226,0.8495352799754754,0.011985090850746984,139
227,0.8889394496860892,0.012038560070482712,319
228,0.8958149571236292,0.012118194066758396,626
229,0.9409338667548698,0.01237801855549521,188
230,0.932870750672123,0.012476843442459567,312
231,0.9500034723245179,0.012598019045402626,470
232,0.8634194004025106,0.012239899639399896,480
233,0.9797329171305584,0.012629294195021453,443
234,0.9202907834449444,0.012514109849814894,428
235,0.8657203763731934,0.012203810144372829,681
236,0.9221194082808478,0.012344358370256917,463
237,0.9441943969707122,0.012503379639504831,731
238,0.8415350117806436,0.012065133779282665,150
239,0.8995712145398319,0.012138052931725096,62
240,0.8809348779018987,0.01207932571372447,67
241,0.910190500691615,0.012207389439071346,377
242,0.9132708680001425,0.012269248585223004,594
243,0.8773487590667272,0.012137853043580168,584
244,0.833935975124305,0.011861482009294055,216
245,0.896340988819132,0.012029411145315947,199
246,0.9008619507722895,0.012152052526981275,543
247,0.8676364875196141,0.012035886008411292,384
248,0.8518128182342369,0.01188563219091889,441
249,0.8100931768928527,0.011593465107919977,285
250,0.921635661971548,0.012012520091952042,251
251,0.8495942014048229,0.011856095143813949,194
252,0.8231675878748999,0.011663241715126105,591
253,0.8792534512841268,0.011855288996752816,272
254,0.8738690889263493,0.011926703092365569,78
255,0.8522886230527179,0.011835954074994054,627
256,0.9025541165779186,0.012042941191337144,34
257,0.8509213655404873,0.011884568282341858,125
258,0.8052059110987982,0.011573224857958291,121
259,0.7587580850032797,0.01117810159503053,243
260,0.8479218631325116,0.011423664873179102,91
261,0.8218279125852849,0.01143883002266674,772
262,0.8142233730979553,0.011424446854324543,543
263,0.8515616487875196,0.01161430696147001,350
264,0.8537442257375707,0.011710300196471068,333
265,0.8568596746676893,0.011773632387709966,8
266,0.8943447615491736,0.011998011026346886,178
267,0.864737011539821,0.011940187799779733,743
268,0.8709582257955082,0.011952787840878696,351
269,0.9527545208088699,0.012362941255752694,173
270,0.9244398453467356,0.012420146328694879,213
271,0.8905350976982311,0.012291787175719333,424
272,0.925164286399953,0.012409762553034782,304
273,0.8971161818371639,0.012310415522292308,611
274,0.8917320459382224,0.012240108904199173,212
275,0.8650864908901624,0.012065411481816285,213
276,0.9153520043358311,0.0122340268870938,156
277,0.8536827195232324,0.011999117265112508,367
278,0.8849999896537987,0.01204034749856044,70
279,0.806894388428802,0.011679056307558087,291
280,0.8436221079719111,0.01167318100448269,299
281,0.8465821299592293,0.011687076930587254,68
282,0.7989192253643335,0.011454661250865038,35
283,0.8073827087064838,0.011377660262003797,105
284,0.8546483649875287,0.01157904143966494,120
285,0.8279184162244505,0.01154064873282206,183
286,0.8904273167579224,0.01182365653774841,349
287,0.8738343878401441,0.01190222088837871,677
288,0.9171666438741821,0.012155527561879566,89
289,0.8400466145846476,0.011906209910917304,325
290,0.9271715509774644,0.012211330911380916,197
291,0.9209292822975748,0.012335115327821085,82
292,0.9190986590878301,0.012377476712996318,350
293,0.9211276219014346,0.012406229977818796,86
294,0.8631779548262245,0.012129141291611557,58
295,0.8698196964435339,0.01203785882192084,475
296,0.8440386380039453,0.011850657003459058,428
297,0.8558207644974813,0.011811356097463775,155
298,0.8399276235085836,0.011719296348029562,238
299,0.8342776133679196,0.011649836374129403,163
300,0.7980171738182706,0.011449173418593231,519
301,0.7967002875650359,0.01132497870681034,584
302,0.8862905317758946,0.011706564910511662,144
303,0.8469266104862918,0.011684673878089582,536
304,0.8679655411139882,0.01178268200301037,127
305,0.8835772149531781,0.011912561554001663,95
306,0.9325215006907942,0.012235288233353243,441
307,0.9419694562741435,0.01244946689389003,188
308,1.0023835404637766,0.01284496263483836,462
309,0.9390788875435895,0.012740801949399274,494
310,0.9935437084327265,0.012960285384852645,25
311,0.9497692728675603,0.012854908551048668,126
312,0.9812730575920834,0.012958022004377427,58
313,0.9606069418960005,0.012911095177407154,163
314,0.9454522419490358,0.01281103392123922,27
315,0.9206698511584105,0.012626633762415001,353
316,0.8503789967801976,0.012194680892586296,395
317,0.9279672690647534,0.012348947686171672,598
318,0.9365356450917646,0.012459781024971169,309
319,0.9844110127737101,0.012757486181561207,98
320,0.920239282479199,0.012598230201042374,431
321,0.8872615059092612,0.012361531511449718,264
322,0.963790149918282,0.012637188521837324,384
323,0.99956084209592,0.01295333164689028,18
324,0.9801766571297152,0.012996909313891941,594
325,0.9033635413214179,0.012637257429296073,88
326,0.9656019239973196,0.012752293561157231,552
327,0.9051244444523291,0.012513565705691076,207
328,0.8568070236352263,0.01216765607681515,508
329,0.9304837429875498,0.012374057118154761,371
330,0.8930190393846725,0.012296796204413228,232
331,0.9205625572003898,0.012371468628433328,825
332,0.8980224076716739,0.012293726798709997,80
333,0.9828675222323374,0.012680552250880543,49
334,0.8954165220807743,0.012426899257120053,331
335,0.9629509525594855,0.012625904348715683,400
336,0.9474462763920126,0.012670954511435259,780
337,1.0010564581648231,0.012953479836754052,272
338,0.934360006277835,0.012760279940864042,33
339,0.9821287879091938,0.012893309577627772,311
340,0.9523280286113834,0.012799182108736817,393
341,0.9216889761025162,0.012617559182053336,630
342,0.9475840502698228,0.0126482535161083,269
343,0.9295082096746952,0.01257755905577314,146
344,1.011231240082523,0.012955116849516205,145
345,0.9937101777337661,0.013044043888893905,414
346,1.0405706385640978,0.013329777382994134,235
347,0.980586286817691,0.01319439967601804,733
348,0.9673901614194657,0.01305880489875561,65
349,0.9478646855019791,0.012886930744201133,218
350,0.9401885060982781,0.0127779281612308,517
351,0.9692507486296964,0.012844739876972992,811
352,0.9082244974195715,0.012580333397355434,247
353,0.9892903486845923,0.01286266279821126,311
354,0.8850490443977951,0.012472389656192406,346
355,0.8597840916215901,0.012148374323623022,86
356,0.8988363264232425,0.01217421171877679,250
357,0.8394098135304301,0.011899696803851001,328
358,0.8631512747598605,0.01187084974629473,348
359,0.8284834869371592,0.011685560991104444,83
360,0.8357765962043748,0.011619889690334766,321
361,0.8794861235815061,0.011814767307274624,309
362,0.8410147317556479,0.011717435411710725,81
363,0.867776317589367,0.011813919041543438,383
364,0.8975525034406302,0.012020300839272498,313
365,0.8751642351024208,0.011995555367801378,540
366,0.8792457686304573,0.012011339749604872,262
367,0.920432356665579,0.01221315462101196,406
368,0.874547514883112,0.012089450163408552,162
369,0.862637224567389,0.011979878034536585,400
370,0.8249179923084256,0.011728942385092398,255
371,0.8596616593851858,0.011776162543049338,34
372,0.8927345296438932,0.0119592726047642,198
373,0.8584395945490293,0.01187509933978144,143
374,0.8887196763001001,0.011988255051458029,129
375,0.9029515745196042,0.01213040948698337,487
376,0.9415576896461246,0.012391839076660943,90
377,0.8238955182193932,0.011943915354428408,327
378,0.9050036290978389,0.012117752882458647,261
379,0.8808954105071314,0.012098335247916668,480
380,0.9257932123416414,0.01228927081681366,806
381,0.9231662036425343,0.012358425597799042,445
382,0.8922481658098137,0.012251669320577968,448
383,0.8565272408926476,0.012006290422078337,453
384,0.9220479988950461,0.012217885563585851,225
385,0.8825205545261474,0.012132839328315562,229
386,0.9721052575189698,0.012547238787439675,304
387,0.9070134261822709,0.012411265364194384,599
388,0.8937792301316622,0.012288418163007705,382
389,0.8504994223601313,0.01202168634176789,375
390,0.8783253107044405,0.012027672066527153,7
391,0.8464285688597896,0.011866201098450943,168
392,0.8774431833997374,0.011922482252041585,610
393,0.8570540183482208,0.011843369380371064,179
394,0.8391687830412193,0.011709614206509749,161
395,0.7935549254758397,0.011421936169785664,245
396,0.8299700571147003,0.011469982612021572,331
397,0.7858936907300963,0.011277794962664282,141
398,0.8266822882310709,0.011376485077792008,309
399,0.8873870044196104,0.011741812858562418,421
400,0.8677005104805523,0.011810079699911848,539
401,0.8871207532121113,0.011942146348891354,28
402,0.9236965681562938,0.012182366112935212,293
403,0.8911218949992701,0.012158967035728309,654
404,0.83844166208727,0.011892873833925826,304
405,0.8196850562507987,0.011654150614208257,402
406,0.8276513782638942,0.011563371311603062,380
407,0.8310416104319216,0.01154998280514516,509
408,0.8749593031053758,0.011774218765845995,383
409,0.8391090622269343,0.011698671366869138,284
410,0.8598985027463033,0.011768607703432299,127
411,0.8578835981740105,0.011787883022627047,190
412,0.8475824503823257,0.011755566920259263,323
413,0.8803468283708301,0.011914022468515957,364
414,0.8220186946548659,0.011705795343992123,141
415,0.7836652991125617,0.01141442111566949,152
416,0.8498949291364264,0.011588156678618499,396
417,0.8288006716236045,0.011551923872219665,596
418,0.8064484601099196,0.011424540287638991,84
419,0.7443353981893657,0.011051163153696118,29
420,0.7196493688980631,0.010727482913395066,458
421,0.7660584756145419,0.010787062211069702,359
422,0.7215983893368951,0.010593202376382914,45
423,0.7435726379223093,0.010613166507718007,237
424,0.7730559438737513,0.010765976112935572,155
425,0.7412699785907146,0.010694317268581544,367
426,0.7928668252081147,0.010904342232612382,410
427,0.7775055507580065,0.010957972621722876,859
428,0.7987818210092563,0.01109206085733898,30
429,0.8320653062016456,0.011316176532115503,316
430,0.6557450735721293,0.010543294970940063,112
431,0.8058449975175491,0.010898226736664077,308
432,0.84015969555011,0.011259660870795482,419
433,0.7834269401718388,0.011152486599115751,142
434,0.7423241598408978,0.010903089274699735,328
435,0.7566072267890758,0.010852093027342703,77
436,0.7289782799804505,0.01070277039474839,484
437,0.7949275325675905,0.010958676723991619,27
438,0.7610964198589835,0.010906643280579475,366
439,0.8197399528123841,0.011169320319103348,153
440,0.771010124398945,0.01105682122549981,6
441,0.7751493069275216,0.011016163182780642,172
442,0.7554876757753406,0.010891495463559832,203
443,0.7074549009532908,0.010589862979677388,29
444,0.7184845827383988,0.010505991203003598,398
445,0.7686920910395851,0.010697131807916958,607
446,0.730894678844583,0.01060259735629649,37
447,0.7483069131441753,0.010639796028378347,87
448,0.8370047035664356,0.011123908195415848,744
449,0.8088261874386623,0.011214383958955432,361
450,0.7935176285177051,0.011203649680483617,695
451,0.7874616000833589,0.011147541121454281,692
452,0.7510530230951455,0.010925534229442379,402
453,0.7640649068013943,0.010872049802563021,255
454,0.7224531986307309,0.010640615888067808,113
455,0.7701321777210046,0.010781214750042806,606
456,0.7823222851768524,0.010904993961110065,252
457,0.7747098440752558,0.010935969021879969,241
458,0.7563969424357085,0.010858013199785141,63
459,0.785797252328468,0.01097639148344836,350
460,0.7416352560877227,0.01083118472349318,555
461,0.7944465586702945,0.010999208125508064,792
462,0.8355585312360191,0.011279147024453502,325
463,0.8070651916994092,0.011294505005610838,603
464,0.9050828063178414,0.011792460107395066,6
465,0.8365684176401373,0.01168550294630193,451
466,0.8390606581338725,0.011642167132985983,78
467,0.7796027110360287,0.011333704801099315,354
468,0.8788589172567979,0.011684774433392393,305
469,0.8898031053996378,0.011920112453465961,171
470,0.8707137008108483,0.011920164072312075,749
471,0.8849163746377606,0.011981222952093688,337
472,0.8867238307958617,0.012027619365542069,230
473,0.8691167759040451,0.011981132310817221,620
474,0.8607423716204518,0.01189933401833668,564
475,0.8152285678387247,0.011652058285169409,716
476,0.8638368107687515,0.011762396323031953,306
477,0.9183270877630513,0.01207232851635806,598
478,0.8525428684157379,0.011916918845110615,627
479,0.8396790531295389,0.011781313284458354,217
480,0.8591575480528002,0.011819005848742603,274
481,0.9075608284807799,0.012070356687549898,321
482,0.9227616401514359,0.012256246838211925,534
483,0.9205948107436922,0.012332859931474226,185
484,0.899998665994068,0.01226129376383607,233
485,0.8637686190752869,0.012038214620070384,207
486,0.9492833383069701,0.012371436737083519,581
487,0.9485590324892492,0.012537650986915675,109
488,0.9583477955927833,0.012668596829535047,37
489,0.9090711832004389,0.012495189021179716,253
490,0.8911439109553445,0.012309090898109713,330
491,0.9568741320952969,0.012535670720225696,305
492,0.9812519762368349,0.012788793917444755,606
493,1.0035626296779496,0.013018842047185817,272
494,0.9765825480337436,0.013018681249197328,666
495,1.0557015939967034,0.013421021090106542,230
496,1.031537212627004,0.013480215359754334,715
497,0.9721242100502242,0.013228945392099541,547
498,0.9544666392609604,0.01301612176242646,37
499,0.9919171939467681,0.01308952717381798,251
500,1.0179862442292922,0.013239125641960597,590
501,1.0494823468146863,0.01348186070397328,353
502,0.9953430003338444,0.01332825722413782,144
503,1.0573021611472284,0.013576937831523004,530
504,1.0599783908906402,0.01371674853619046,70
505,1.0415591512836524,0.013672737882206474,737
506,0.9608278998532048,0.01325683994928107,330
507,0.9641805155220606,0.013075648522680406,338
508,1.0326805028801214,0.013333220660747835,191
509,0.923156645790596,0.012894162540832988,684
510,0.9060877419421506,0.01259661304554878,247
511,0.9974272491308298,0.012904127900566819,13
512,1.0428686400480307,0.013284126720303093,32
513,0.9953345801164138,0.013234459848048425,67
514,0.9899646806345779,0.013184490487459477,57
515,0.9527327731133511,0.012974005968825697,22
516,0.9332731721060686,0.012757040064538532,487
517,0.9884552976571426,0.01291845192465525,203
518,0.9501353816747065,0.012808915932603283,45
519,0.9465974835937301,0.012745963288262108,321
520,0.9395634922974725,0.012670716131569415,290
521,0.9785784717384084,0.012833630201938886,184
522,0.9523000054558103,0.012791841642587148,275
523,0.9229800985012736,0.012622988369589985,45
524,0.9009740671759128,0.012435963233881533,251
525,0.911783842467276,0.01239645230184093,1
526,0.8727417833236264,0.012163648722353268,603
527,0.9037479286652454,0.012210378033382176,273
528,0.8497376376249977,0.011956042527305002,258
529,0.8819209364646312,0.012005822256672629,542
530,0.8776794647490915,0.012015973142585882,218
531,0.9191810858246732,0.01223705035066245,287
532,0.9956481064618,0.012715444952508488,489
533,0.9902321755606452,0.012913222799143687,484
534,0.9646904249614846,0.012892804121555114,284
535,0.9479056536514808,0.012797620089309132,35
536,0.9032715107940507,0.012520482951260167,215
537,0.9262666862828062,0.012496920615265786,1
538,0.9865849207172221,0.012807157439885,690
539,0.9562893827145608,0.012795292676247882,524
540,0.937065249715362,0.01271309812599883,671
541,0.9514611767797139,0.012721884144831554,747
542,0.9609364355876975,0.012774707550104349,35
543,0.982347982271142,0.012894674610391817,456
544,0.9743817669902822,0.012930304357934328,523
545,0.991852643008307,0.013045143525275277,327
546,0.9988137459730962,0.013144533308615626,242
547,0.9683715109943213,0.0130338959556625,274
548,0.9453915523060359,0.012849715388235244,472
549,0.917320564012635,0.012612681843702163,155
550,0.9383220650681853,0.012605679249839182,220
551,0.9612436502267192,0.012706823903710267,336
552,0.9288321418616549,0.012599119326625914,127
553,0.9381398153122752,0.012595678493085535,130
554,0.9167114134696545,0.012498435715251296,392
555,0.9319496564167353,0.012540965708616696,505
556,0.9270601314656177,0.01253498053695047,94
557,0.9486274059444982,0.01262871275438253,375
558,0.8905196647127727,0.01237810585785697,234
559,0.8655460419002935,0.012115371055578868,424
560,0.8454081643399483,0.011877789928764716,186
561,0.8037592569386578,0.011546234630141828,152
562,0.8366817610232673,0.011548019478664535,99
563,0.8479590596834767,0.01161361235314833,281
564,0.8440868311820373,0.011649431772416596,757
565,0.8250805781133206,0.011558532448643756,465
566,0.8063693047437355,0.011435655943313808,545
567,0.7714536041708495,0.01119493111644872,159
568,0.7463428737079206,0.01093138672991073,596
569,0.7884673698924588,0.01101241274985885,73
570,0.7503874500088809,0.010881201698426431,631
571,0.7417231183331946,0.010753339403295242,640
572,0.7962405101180924,0.01098113906973712,647
573,0.8199119581604553,0.011194361765263734,643
574,0.8160854775480428,0.011281657492254297,6
575,0.8079565969939987,0.011284911334131537,8
576,0.8041048447128198,0.011260280677207492,236
577,0.8132954207058848,0.01131844048646551,829
578,0.8531822985618065,0.011530973016403797,540
579,0.8142264469830869,0.011434872744938599,256
580,0.8199531656788599,0.011421237492845758,195
581,0.8574494733460926,0.011600910929376766,33
582,0.8602279191997817,0.011693760347837945,367
583,0.7746373391821455,0.011330726843099242,625
584,0.8226233358982923,0.011394630827787371,185
585,0.7974288823195409,0.011305397060426589,161
586,0.8951085749063112,0.011762787656007394,460
587,0.8363081925874416,0.011690919583414493,221
588,0.8553326860054524,0.011744841225913587,178
589,0.8333898956739465,0.011660439646916671,55
590,0.8949400174653249,0.011919371371241345,223
591,0.861984839007771,0.011900067527360853,541
592,0.8971623366640413,0.012067495744964313,40
593,0.9253665699685782,0.012289274910292258,99
594,0.8228294178156169,0.011865390214038552,747
595,0.9133791263601616,0.01211284456917073,224
596,0.92467724759186,0.012292551709779864,17
597,0.8922745062940481,0.012210722245732749,327
598,0.9534617976760654,0.012481413483053877,191
599,0.9695603545340831,0.012692191373136957,171
600,0.9036822430681403,0.012458997547769794,310
601,0.915022686186584,0.012409382421423304,347
602,0.9170624354268144,0.012388474965202113,213
603,0.886301169944136,0.012230855567706051,224
604,0.7690419174315363,0.011580935112727793,513
605,0.8575432115846652,0.011704922275059503,217
606,0.8994707930029778,0.011975393200749052,39
607,0.7721466749744343,0.011481668225563482,259
608,0.877107323568602,0.011739038416573026,695
609,0.9347545682455484,0.012141888148101914,475
610,0.842475522588684,0.011895853570826587,471
611,0.8909835591022724,0.012022718249371024,248
612,0.8460438813650277,0.011874487698834531,440
613,0.8135087513112219,0.01161425993695994,792
614,0.8585157677251338,0.011714906403356054,193
615,0.8531205257333385,0.011736300333434072,66
616,0.8390431889320842,0.011660803588568046,534
617,0.8647013278254227,0.01175683163770537,185
618,0.8258344760475791,0.011618429385954775,267
619,0.8503310100718915,0.01165959663595812,409
620,0.9537120510622076,0.012190736896207605,214
621,0.9042407812719857,0.012212663972879206,125
622,0.9287046346226971,0.01233676196738453,310
623,0.8892716202096692,0.012207280500848749,190
624,0.8367935766173009,0.01188129528783505,38
625,0.8837744982677569,0.011966577576437919,452
626,0.927511135934258,0.012239442168041032,390
627,0.7902610237102039,0.011700154506031915,356
628,0.8203500058090039,0.011582161476104759,40
629,0.8494005426597774,0.01167934044876172,369
630,0.8906973836462092,0.011912253582748562,749
631,0.9284043957868577,0.012224207439672216,235
632,0.8993835995410113,0.01223346929807809,54
633,1.0233157146474285,0.01287085857032155,442
634,0.9968125614742487,0.013056893600871325,4
635,0.9953584583514798,0.01312184917516341,703
636,1.038759247919003,0.013379242919141433,267
637,1.0113471453704008,0.013372459171782283,53
638,1.0719436668308187,0.013682120165020127,340
